Date,Title,Budget,URL,Description
2026-02-22T17:07:00.707Z,Full Stuck Developer Required to Upgrade GenBI Solution,"$3,000.00",https://www.upwork.com/jobs/Full-Stuck-Developer-Required-Upgrade-GenBI-Solution_~022025618336615949118/?referrer_url_path=/nx/search/jobs/,"GenBI is an end-to-end Generative Business Intelligence platform that allows organizations to connect their databases, enrich the schema with business context, and interact with their data through nat..."
2026-02-22T14:46:46.545Z,Build No-Code AI Agent for Email Automation Workflow,$150.00,https://www.upwork.com/jobs/Build-Code-span-class-highlight-span-span-class-highlight-Agent-span-for-Email-Automation-Workflow_~022025583045347000569/?referrer_url_path=/nx/search/jobs/,"Job Description:  Looking for someone to help us build a no-code AI agent to support our email automation process.  This is a one-off project, with potential for ongoing work if it’s a good fit.  Goal..."
2026-02-22T14:13:24.221Z,AVA app upgrade and MVP prep,"$3,000.00",https://www.upwork.com/jobs/AVA-app-upgrade-and-MVP-prep_~022025574646717923912/?referrer_url_path=/nx/search/jobs/,"AVA Digital Services — MVP Development Team Contract Engagement | Fixed-Price | Mobile + Backend + Design  Classification: Public — Job Posting Contract Type: Fixed-Price, Milestone-Based Team Locatio..."
2026-02-22T11:22:07.438Z,"AI Agent Developer (ML, LLMs, Applied Reinforcement Learning)",$800.00,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-LLMs-Applied-Reinforcement-Learning_~022025531542856552050/?referrer_url_path=/nx/search/jobs/,"Project Overview:  We are looking for a highly skilled AI Engineer (Master’s or PhD background preferred) to build a robust, autonomous AI agent.  This project goes beyond simple API wrappers and basi..."
2026-02-22T10:09:12.732Z,Forward Deployed AI Engineer for B2B Tech Solutions,"$1,000.00",https://www.upwork.com/jobs/Forward-Deployed-span-class-highlight-span-Engineer-for-B2B-Tech-Solutions_~022025513194187440712/?referrer_url_path=/nx/search/jobs/,Build Agentic GTM Systems for Sophisticated B2B Tech Companies  We’re building AI-native GTM systems for B2B tech companies ($5M–$50M ARR).  This is not a prompt engineering gig. This is not a chatbot...
2026-02-22T08:14:12.087Z,Telemedicine Web & Mobile App Development with Complete AI Integration,$900.00,https://www.upwork.com/jobs/Telemedicine-Web-amp-Mobile-App-Development-with-Complete-span-class-highlight-span-Integration_~022025484250965698919/?referrer_url_path=/nx/search/jobs/,We are seeking skilled developers to create a telemedicine web application and mobile app with AI integration. The project will involve designing intuitive front-end interfaces for both platforms and ...
2026-02-22T06:34:12.657Z,Openclaw expert,$300.00,https://www.upwork.com/jobs/Openclaw-expert_~022025459087378968674/?referrer_url_path=/nx/search/jobs/,"Hello!  We're looking for someone who is an expert in AI, Claude, OpenClaw and similar tools to help us with a few automations.  We're a company who is in eCom services and we want to automate a few o..."
2026-02-22T06:16:31.328Z,"Rust, WASM, Agent development, OpenClaw Clone",$900.00,https://www.upwork.com/jobs/Rust-WASM-Agent-development-OpenClaw-Clone_~022025454635707505636/?referrer_url_path=/nx/search/jobs/,"OpenClaw (Rust) — AI Gateway    What is OpenClaw (in simple terms)? OpenClaw is a AI gateway that connects chat applications and AI agents, with supporting features such as scheduling (cron jobs), wor..."
2026-02-22T04:59:23.432Z,Commission-Only Job Hunter Needed to help landing a 6-Figure Remote Tech Role in the US,"$2,000.00",https://www.upwork.com/jobs/Commission-Only-Job-Hunter-Needed-help-landing-Figure-Remote-Tech-Role-the_~022025435224747658618/?referrer_url_path=/nx/search/jobs/,"About the Client 👨‍💻  Senior Software Engineer and Software Architect with 10+ years of experience in the US technology market. He has steadily grown in role, responsibility, and compensation — moving..."
2026-02-22T03:08:07.610Z,Build an AI-Powered Email Response & Automation System (Make.com / Airtable / Claude API / Front),"$3,500.00",https://www.upwork.com/jobs/Build-Powered-Email-Response-amp-span-class-highlight-Automation-span-System-Make-com-Airtable-span-class-highlight-Claude-span-span-class-highlight-API-span-Front_~022025407224966857288/?referrer_url_path=/nx/search/jobs/,"We send ~2,000 cold outreach emails per week and need a system to intelligently handle the 100–200 inbound replies this generates each week. The system classifies each reply (9 types), routes it appro..."
2026-02-22T02:28:25.371Z,Senior Engineer – Build AI Execution Browser (Electron + Chromium + Extension + Agent Runtime),"$10,000.00",https://www.upwork.com/jobs/Senior-Engineer-Build-span-class-highlight-span-Execution-Browser-Electron-Chromium-Extension-span-class-highlight-Agent-span-Runtime_~022025397232891875373/?referrer_url_path=/nx/search/jobs/,Overview  We’re building Pixis Browser — an execution-first AI browser.  This is NOT a chat browser or summarization tool. It is a structured task execution runtime embedded inside a Chromium wrapper....
2026-02-22T00:58:16.811Z,"AI Systems Architect: Multi-Source Meeting Memory Sync (Fathom, Gemini, Limitless API)",$450.00,https://www.upwork.com/jobs/Systems-Architect-Multi-Source-Meeting-Memory-Sync-Fathom-Gemini-Limitless-span-class-highlight-API-span_~022025374547406975074/?referrer_url_path=/nx/search/jobs/,"I'm the CEO of a fast-growing real estate company. I need a senior automation specialist to build a ""Corporate Brain"" — a system that captures every meeting I have and feeds it into a structured Airta..."
2026-02-21T22:31:56.809Z,Base44,"$2,500.00",https://www.upwork.com/jobs/Base44_~022025337721693293321/?referrer_url_path=/nx/search/jobs/,"To develop a solution, preferably on base 44 to save time. It is a permission/authorization/verified solution to ensure signatures are given when kids go on trips etc..."
2026-02-21T22:15:13.206Z,AI Operations Assistant for Short-Term Rental Business (n8n + APIs),$450.00,https://www.upwork.com/jobs/span-class-highlight-span-Operations-Assistant-for-Short-Term-Rental-Business-n8n-APIs_~022025333512193754758/?referrer_url_path=/nx/search/jobs/,We are building an AI-powered operations assistant for a short-term rental business (multiple properties). The system will run through n8n and integrate with:  - WhatsApp (guest communication) - Guest...
2026-02-21T20:58:52.362Z,AI Integration Project Manager,"$2,000.00",https://www.upwork.com/jobs/span-class-highlight-span-Integration-Project-Manager_~022025314298720102138/?referrer_url_path=/nx/search/jobs/,"The project aims to develop a unified AI interface for an automotive garage to centralize all data from its various tools: ERP, email, document management system, expert/insurer portals, and Excel fil..."
2026-02-21T19:03:34.186Z,Python Developer Needed — Fire Scanner Monitoring & SMS Alert System,"$1,000.00",https://www.upwork.com/jobs/Python-Developer-Needed-Fire-Scanner-Monitoring-SMS-Alert-System_~022025285281545886305/?referrer_url_path=/nx/search/jobs/,"Timeline: 2 weeks  ---  ABOUT THE PROJECT  I need a fully functional Python application that monitors live public Broadcastify scanner streams (fire/EMS), transcribes audio in real time, and sends SMS..."
2026-02-21T10:06:08.621Z,Make.com Expert: Automate AI Image Pipeline (JSON ➡️ Nano Banana ➡️ Placid),$100.00,https://www.upwork.com/jobs/Make-com-Expert-span-class-highlight-Automate-span-Image-Pipeline-JSON-Nano-Banana-Placid_~022025150034025263374/?referrer_url_path=/nx/search/jobs/,"We are looking for a Make.com expert to build a robust image generation pipeline. We have a content-creation system that outputs structured JSON, and we need to automate the visual execution.  The Wor..."
2026-02-21T05:02:28.460Z,Install Clawbot on VPS (with Tailscale Security) With LLM Browser Capability+ Configure 4 AI Agents,$300.00,https://www.upwork.com/jobs/Install-Clawbot-VPS-with-Tailscale-Security-With-LLM-Browser-Capability-Configure-Agents_~022025073613067238990/?referrer_url_path=/nx/search/jobs/,"I am looking for an experienced AI automation engineer to properly install and configure Clawbot on my VPS (Ubuntu) with secure Tailscale networking, integrate native Browser/LLM browser capabilities ..."
2026-02-21T04:11:55.822Z,Need Agent Developer to install Openclaw,$500.00,https://www.upwork.com/jobs/Need-Agent-Developer-install-Openclaw_~022025060893368322736/?referrer_url_path=/nx/search/jobs/,I want to install openclaw on my linux vps. I want to use ollama model. The ideal candidate will have a deep understanding of Openclaw and prove his work experience.  If you have the right skills and ...
2026-02-20T19:03:29.645Z,Shadow Marketplace,"$2,500.00",https://www.upwork.com/jobs/Shadow-Marketplace_~022024922874447465136/?referrer_url_path=/nx/search/jobs/,"Hey I'm the co founder of Shadow, a marketplace where traders/investors publish their trading strategies/model portfolios and users can subscribe via automated trading.  I'm not a developer, but I've ..."
2026-02-20T18:20:56.479Z,Senior Magento 2 Backend Developer: Customizing Mirasvit AI Assistant (Vision API & Image Gen),$300.00,https://www.upwork.com/jobs/Senior-Magento-Backend-Developer-Customizing-Mirasvit-Assistant-Vision-span-class-highlight-API-span-amp-Image-Gen_~022024912165968935241/?referrer_url_path=/nx/search/jobs/,"Project Overview: We are an established apparel e-commerce brand, running on Magento 2. We are utilizing the Mirasvit GPT AI Assistant & Content Generator.  We need an expert Magento 2 developer to bu..."
2026-02-20T18:00:16.437Z,Set Up OpenClaw Autonomous AI System on Mac Mini (Cost-Optimized Setup),$120.00,https://www.upwork.com/jobs/Set-OpenClaw-Autonomous-System-Mac-Mini-Cost-Optimized-Setup_~022024906965079100080/?referrer_url_path=/nx/search/jobs/,"I’m looking for an experienced AI/automation engineer to set up a lean, cost-optimized OpenClaw system on my Mac Mini M1 (8GB RAM / 256GB SSD).  The goal is to run a 24/7 AI-powered workflow locally, ..."
2026-02-20T14:40:50.312Z,"Next.js + Supabase + Stripe Developer — SaaS Builder, startup pace, AI prototypes to production","$4,000.00",https://www.upwork.com/jobs/Next-Supabase-Stripe-Developer-SaaS-Builder-startup-pace-prototypes-production_~022024856774983678281/?referrer_url_path=/nx/search/jobs/,"We're a small, fast-moving team building SaaS products. No corporate culture, no endless meetings, no bureaucracy. We move fast, we ship, and we expect the same from the people we work with. What the ..."
2026-02-20T11:34:18.843Z,"AI engineer for Education curriculum Automation (Claude, LLM, RAG)","$3,000.00",https://www.upwork.com/jobs/engineer-for-Education-curriculum-span-class-highlight-Automation-span-span-class-highlight-Claude-span-LLM-RAG_~022024809835187325734/?referrer_url_path=/nx/search/jobs/,"We’re an education company and we need someone to build an automation system that turns our raw coursebook Word files into a full production package: corrected and completed coursebooks, Tutor and Stu..."
2026-02-20T04:34:10.442Z,Multi-Agent Customer Support Automation,"$3,000.00",https://www.upwork.com/jobs/Multi-Agent-Customer-Support-span-class-highlight-Automation-span_~022024704103460656271/?referrer_url_path=/nx/search/jobs/,"Multi-Agent Customer Support Automation Global SaaS Company  The Project We need a production-ready, multi-agent AI support system that handles 100% of first-line customer support across WhatsApp, Dis..."
2026-02-20T04:31:42.177Z,"Content Creation & Distribution Manager, AI automation case study to multi-platform publishing","$1,000.00",https://www.upwork.com/jobs/Content-Creation-amp-Distribution-Manager-span-class-highlight-automation-span-case-study-multi-platform-publishing_~022024703481404991451/?referrer_url_path=/nx/search/jobs/,"Overview I run a B2B AI automation consultancy with a documented, functional waterfall system that converts completed client projects into portfolio case studies, YouTube videos, digital products, and..."
2026-02-19T18:51:09.291Z,LLM Fine-Tuning Engineer Needed – Autism Support AI Tool,$750.00,https://www.upwork.com/jobs/LLM-Fine-Tuning-Engineer-Needed-Autism-Support-span-class-highlight-span-Tool_~022024557381834729074/?referrer_url_path=/nx/search/jobs/,I’m building an AI-powered support tool specifically for autism parents. The tool is connected to OpenAI’s GPT-4o API and currently gives responses that are too generic. I need an experienced ML/LLM e...
2026-02-19T18:19:17.590Z,"Whatsapp based AI Agent to Compare Prices Across Zepto, Blinkit, Amazon etc & Auto-Order Groceries",$100.00,https://www.upwork.com/jobs/Whatsapp-based-span-class-highlight-span-span-class-highlight-Agent-span-Compare-Prices-Across-Zepto-Blinkit-Amazon-etc-amp-Auto-Order-Groceries_~022024549363568091499/?referrer_url_path=/nx/search/jobs/,"We are building an AI Grocery Assistant that compares prices across multiple grocery apps (Zepto, Blinkit, Swiggy Instamart, Amazon, Country Delight, etc.) and automatically places orders after user c..."
2026-02-19T16:47:12.862Z,Offline LLM,$250.00,https://www.upwork.com/jobs/Offline-LLM_~022024526191081653978/?referrer_url_path=/nx/search/jobs/,"OfflineLLM — Developer Needed to Complete Secure, Portable Offline AI Desktop App  I am building Offline LLM, a fully offline, portable AI desktop application that runs on USB drive without installati..."
2026-02-19T16:44:32.624Z,Full-Stack Developer for AI-Powered Data Platform,"$2,500.00",https://www.upwork.com/jobs/Full-Stack-Developer-for-Powered-Data-Platform_~022024525518994497196/?referrer_url_path=/nx/search/jobs/,"4,638 characters — under the limit. Here's the final version:  Full-Stack Developer — AI-Powered Data Platform (Next.js + Python + VPS Infrastructure) We're building a data-intensive web platform that..."
2026-02-19T16:31:03.622Z,ML Backend Vocal Separation (V1),"$1,000.00",https://www.upwork.com/jobs/Backend-Vocal-Separation_~022024522125605701338/?referrer_url_path=/nx/search/jobs/,1. General objective Create an automated ML backend allowing to separate an audio file into: voice only (vocal stem) = main output instrumental = optional output (useful for debug / future) The backen...
2026-02-19T14:30:28.760Z,AI Engineer – Multimodal RAG for Management Accounting (MVP),$300.00,https://www.upwork.com/jobs/span-class-highlight-span-Engineer-Multimodal-RAG-for-Management-Accounting-MVP_~022024491780597621099/?referrer_url_path=/nx/search/jobs/,"Job Posting: AI Engineer – Multimodal RAG for Management Accounting (MVP) The Goal Build a high-performance, multimodal RAG chatbot that acts as a specialist for Management Accounting (Internes Rechnu..."
2026-02-19T09:54:03.615Z,Senior AI Engineer: Enterprise RAG & Autonomous Agents,$250.00,https://www.upwork.com/jobs/Senior-span-class-highlight-span-Engineer-Enterprise-RAG-amp-span-class-highlight-Autonomous-span-span-class-highlight-Agents-span_~022024422217340046226/?referrer_url_path=/nx/search/jobs/,"This position has been filled. Thank you for your interest, but we are no longer accepting applications.  Architect a custom intelligence layer. We need Autonomous Agents—not just chatbots—capable of ..."
2026-02-19T09:22:45.071Z,AI Agent Engineer for Autonomous Marketing Systems,$800.00,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Engineer-for-span-class-highlight-Autonomous-span-Marketing-Systems_~022024414338632100264/?referrer_url_path=/nx/search/jobs/,"We are looking for an experienced AI engineer to build an autonomous marketing agent designed for a B2B SaaS environment. The system should continuously analyze marketing data, generate campaign ideas..."
2026-02-19T09:17:55.698Z,Magento 2 expert,$600.00,https://www.upwork.com/jobs/Magento-expert_~022024413124409266466/?referrer_url_path=/nx/search/jobs/,Magento 2 Expert (with Odoo Integration Experience) – Urgent Technical Support + ETL + AI Content + Monthly Maintenance Important clarification:   We are NOT migrating from Magento to Odoo. Magento 2 ...
2026-02-19T07:59:00.273Z,Setup OpenClaw to develop designs from Figma into Wix Studio,$200.00,https://www.upwork.com/jobs/Setup-span-class-highlight-OpenClaw-span-develop-designs-from-Figma-into-Wix-Studio_~022024347417608003872/?referrer_url_path=/nx/search/jobs/,Read the title and let me know the best way to approach this with openclaw - then we can scope/price...
2026-02-19T07:58:00.255Z,AI Girlfriend,$400.00,https://www.upwork.com/jobs/span-class-highlight-span-Girlfriend_~022024347239731765536/?referrer_url_path=/nx/search/jobs/,"AI Companion — Multilingual Conversational Agent  PROJECT OVERVIEW  We are looking to build a human-like AI conversational companion — a real-time talking agent that can engage users in deep, natural,..."
2026-02-19T07:51:00.529Z,AI Receptionist Bot Development for Small Businesses,$150.00,https://www.upwork.com/jobs/Receptionist-Bot-Development-for-Small-Businesses_~022024390730611647927/?referrer_url_path=/nx/search/jobs/,"We are seeking a skilled developer to create AI receptionist bots using n8n, Make, and Go High Level tailored for small businesses such as barbershops, wellness centers, and restaurants. The ideal can..."
2026-02-19T07:27:00.532Z,AI Voice Receptionist for Call Handling and Meeting Scheduling,$300.00,https://www.upwork.com/jobs/Voice-Receptionist-for-Call-Handling-and-Meeting-Scheduling_~022024383089431137706/?referrer_url_path=/nx/search/jobs/,We are seeking someone to either BUILD or IMPLEMENT using a white labelled solution an AI Voice Receptionist to efficiently manage incoming calls and schedule appointments. We would prefer if to use a...
2026-02-19T05:30:46.193Z,Web Developer Needed: AI Quiz Platform with Stripe Integration,"$5,000.00",https://www.upwork.com/jobs/Web-Developer-Needed-Quiz-Platform-with-Stripe-Integration_~022024355958030456837/?referrer_url_path=/nx/search/jobs/,"# Web Developer Needed: AI Quiz Platform with Stripe Integration  ## Project Details - **Type:** Fixed Price - **Budget:** $5,000 - $9000 USD - **Timeline:** 6-8 weeks - **Start:** Within 2 weeks  ---..."
2026-02-19T04:27:00.628Z,AI-Driven Sales Outreach Automation for Mortgage Sector,$250.00,https://www.upwork.com/jobs/Driven-Sales-Outreach-Automation-for-Mortgage-Sector_~022024338460037272719/?referrer_url_path=/nx/search/jobs/,We are seeking an experienced freelancer to develop an AI-powered sales outreach automation system focused on email and SMS marketing for the mortgage industry.  We currently have a sizeable list of l...
2026-02-19T03:28:00.085Z,Develop Virtual Receptionist / Appointment Booking Agent (Voice + LLM),$500.00,https://www.upwork.com/jobs/Develop-Virtual-Receptionist-Appointment-Booking-span-class-highlight-Agent-span-Voice-LLM_~022024313091794786309/?referrer_url_path=/nx/search/jobs/,"Look at the attached document for more details.  We need to build a virtual receptionist voice agent that answers inbound phone calls and helps customers book, reschedule, or cancel appointments. This..."
2026-02-19T03:27:00.628Z,Looking for an AI Automation expert,$600.00,https://www.upwork.com/jobs/Looking-for-Automation-expert_~022024319331467197920/?referrer_url_path=/nx/search/jobs/,"Job Description We are an ecommerce performance marketing company, and we are looking for a smart, fast, and detail oriented AI automation engineer who can turn our automation ideas into production re..."
2026-02-19T01:04:25.559Z,AI Software Development for Education Consultant Services,$200.00,https://www.upwork.com/jobs/span-class-highlight-span-Software-Development-for-Education-Consultant-Services_~022024288930898039951/?referrer_url_path=/nx/search/jobs/,"We are seeking a skilled developer to create AI software that automates the application process for offer letters, scholarships, and visa filing targeted towards education consultants. The ideal candi..."
2026-02-19T00:45:05.221Z,AI Article Generator Platform Development,"$1,000.00",https://www.upwork.com/jobs/span-class-highlight-span-Article-Generator-Platform-Development_~022024284063878798363/?referrer_url_path=/nx/search/jobs/,"Please contact us only if you have done something similar.  We are building an AI‑powered article generation system with a clean dashboard interface for managing multiple websites, uploading keyword l..."
2026-02-18T21:24:59.465Z,Build an AI Chatbot + n8n Automation Workflow Using Claude Code & Anthropic API,$100.00,https://www.upwork.com/jobs/Build-Chatbot-n8n-Automation-Workflow-Using-Claude-Code-Anthropic-API_~022024233707940065869/?referrer_url_path=/nx/search/jobs/,"I need a developer to build an AI-powered chatbot integrated with n8n automation workflows. The chatbot should handle customer inquiries, qualify leads, and trigger automated follow-up sequences. The ..."
2026-02-18T20:08:04.529Z,Gorgias AI Automation Setup and Refinement Specialist,$300.00,https://www.upwork.com/jobs/Gorgias-Automation-Setup-and-Refinement-Specialist_~022024214351817857029/?referrer_url_path=/nx/search/jobs/,We are seeking a skilled freelancer to assist us in setting up and refining Gorgias AI automation for three of our brands. The ideal candidate will have experience with ticket automation processes to ...
2026-02-18T19:35:41.347Z,ML/ AI EXPERT URGENT PROJECt,"$3,000.00",https://www.upwork.com/jobs/span-class-highlight-span-EXPERT-URGENT-PROJECt_~022024206201509238789/?referrer_url_path=/nx/search/jobs/,I want an AI-based trading card grading system using images from a fixed sensor (not mobile or scanner). The system should analyze trading cards and give a final grade from 1–10 (whole numbers only) b...
2026-02-18T19:15:22.845Z,Develop a Custom Bot for Automated Instagram Video Posting,$100.00,https://www.upwork.com/jobs/Develop-Custom-Bot-for-Automated-Instagram-Video-Posting_~022024201090732326368/?referrer_url_path=/nx/search/jobs/,"Description:  I'm seeking a skilled developer to create a bot that can automate video postings on Instagram using a character of my choosing. The bot should be user-friendly, allowing easy integration..."
2026-02-18T18:04:35.863Z,OpenClaw AI Bot Building,"$10,000.00",https://www.upwork.com/jobs/OpenClaw-Bot-Building_~022024183277257677851/?referrer_url_path=/nx/search/jobs/,"In the past three weeks, we have heard of OpenClaw, and so far this has been a game changer for us. We have been able to create lots of bots that help us within our business and our operations, and we..."
2026-02-18T17:25:00.979Z,AI Engineer – Secure Transaction Verification & Auto-Categorization (Fabric + LLM),"$10,000.00",https://www.upwork.com/jobs/span-class-highlight-span-Engineer-Secure-Transaction-Verification-amp-Auto-Categorization-Fabric-LLM_~022024168445057899009/?referrer_url_path=/nx/search/jobs/,"We are building the AI core for a next-generation bookkeeping platform that automatically verifies transactions, matches receipts/documents, and categorizes them to the Chart of Accounts — safely, sca..."
2026-02-18T15:42:37.984Z,LiveKit voice agent,$100.00,https://www.upwork.com/jobs/LiveKit-voice-span-class-highlight-agent-span_~022024147550846454620/?referrer_url_path=/nx/search/jobs/,"I have a very developed livekit voice agent, constructed mainly on python, I need some help with some final functions, need someone with previous experience in AI integrations and python and best in l..."
2026-02-18T13:31:40.777Z,Require Camera AI Expert Developer,$100.00,https://www.upwork.com/jobs/Require-Camera-span-class-highlight-span-Expert-Developer_~022024114595103889413/?referrer_url_path=/nx/search/jobs/,"Camera AI Expert Developer for Edge AI Algorithms (Small Initial Project, Long-Term Potential)  Job Description:  We're building an innovative system with 20-25 custom Camera AI algorithms focused on ..."
2026-02-18T13:19:39.869Z,Full-Stack TypeScript Developer — private AI shopping Agent (Claude API + WhatsApp + Shopify),$800.00,https://www.upwork.com/jobs/Full-Stack-TypeScript-Developer-private-span-class-highlight-span-shopping-span-class-highlight-Agent-span-span-class-highlight-Claude-span-API-WhatsApp-Shopify_~022024111571653389363/?referrer_url_path=/nx/search/jobs/,We’re building a complete Private AI-powered skincare shopping agent for our e-commerce store. The agent helps customers find the right pharmacy products through an intelligent conversational interfac...
2026-02-18T13:00:19.613Z,Voice AI and Text AI SaaS that integrates with Go High Level,"$1,000.00",https://www.upwork.com/jobs/Voice-and-Text-SaaS-that-integrates-with-High-Level_~022024106705539697500/?referrer_url_path=/nx/search/jobs/,The platform enables agencies to connect multiple GHL sub-accounts (locations) and deploy AI-powered assistants across three channels:  Voice AI — AI-powered phone receptionist that answers inbound ca...
2026-02-18T11:59:44.820Z,Looking for AI Agent that can automatically Create and Run Meta ads,$500.00,https://www.upwork.com/jobs/Looking-for-Agent-that-can-automatically-Create-and-Run-Meta-ads_~022024091459706886657/?referrer_url_path=/nx/search/jobs/,"Looking for absolute Expert in the AI Agent space that can create AI agents that   Create Meta ads Set up campaign  just by typing target audience, uploading the creative  than ai agent should be crea..."
2026-02-18T11:13:55.114Z,AI-Powered Campaign Creative Generator,$200.00,https://www.upwork.com/jobs/span-class-highlight-span-Powered-Campaign-Creative-Generator_~022024079926640956559/?referrer_url_path=/nx/search/jobs/,We are looking for an experienced AI/ML developer to build an AI-powered campaign creative generation system.  Project Overview: End users will select an “AI Campaign” option inside our platform. Base...
2026-02-18T08:27:00.571Z,AI OpenClaw Expert,$200.00,https://www.upwork.com/jobs/span-class-highlight-OpenClaw-span-Expert_~022024250725623257093/?referrer_url_path=/nx/search/jobs/,"We are looking for an experienced AI OpenClaw Expert to develop and optimize an AI-powered OpenClaw system. The project involves integrating computer vision, machine learning, and real-time automation..."
2026-02-18T08:02:52.944Z,RAG System Developer — AI-Powered Document Knowledge Base,"$2,000.00",https://www.upwork.com/jobs/RAG-System-Developer-Powered-Document-Knowledge-Base_~022024031850550475826/?referrer_url_path=/nx/search/jobs/,RAG System Developer — AI-Powered Document Knowledge Base Fixed Price | Estimated 15–20 hours | Start Immediately   Project Overview We are property insurance claims experts building an internal AI kn...
2026-02-18T08:00:10.591Z,Voice AI Agent Development for Recruitment,"$5,000.00",https://www.upwork.com/jobs/Voice-span-class-highlight-span-span-class-highlight-Agent-span-Development-for-Recruitment_~022024031169727196211/?referrer_url_path=/nx/search/jobs/,"We are seeking a skilled developer to create a Voice AI agent tailored for the recruitment process. This agent should be capable of conducting initial interviews, answering candidate queries, and prov..."
2026-02-18T06:25:00.982Z,"QUICK HIRE: Agent Development, build a OpenClaw alternative in Rust",$600.00,https://www.upwork.com/jobs/QUICK-HIRE-Agent-Development-build-span-class-highlight-OpenClaw-span-alternative-Rust_~022024006235906927667/?referrer_url_path=/nx/search/jobs/,"What is a OpenClaw, in simple words: It is a self-hosted gateway that connects your chat apps with a few additional features like cron jobs etc.    You must  - be very skilled in using AI for developm..."
2026-02-17T23:46:29.668Z,Help me set up OpenClaw AI agent on Hostinger VPS (Zoom session),$100.00,https://www.upwork.com/jobs/Help-set-span-class-highlight-OpenClaw-span-agent-Hostinger-VPS-Zoom-session_~022023906930727787009/?referrer_url_path=/nx/search/jobs/,"Looking for an experienced Linux/VPS developer to help me finish setting up OpenClaw on a Hostinger VPS. I've been following this tutorial and got about halfway through, and need help trouble shooting..."
2026-02-17T20:41:52.938Z,AI Engine Developer for SEO & Ads Optimization,"$10,000.00",https://www.upwork.com/jobs/Engine-Developer-for-SEO-Ads-Optimization_~022023860471419258230/?referrer_url_path=/nx/search/jobs/,We are seeking an experienced AI engine developer to configure OpenClaw or AI agents aimed at enhancing our organic SEO and managing paid ad campaigns. The ideal candidate will have a strong backgroun...
2026-02-17T18:50:25.392Z,AI Agent Development Team Required,$500.00,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Development-Team-Required_~022023832421940106657/?referrer_url_path=/nx/search/jobs/,"We are looking for an experienced freelancer to assist in developing a specialized team of AI agents tailored for our projects. The ideal candidate will have a strong background in AI technologies, te..."
