Date,Title,Budget,URL,Description
2026-02-17T16:49:41.326Z,Real Estate A Website - Senior Developer Support,$100.00,https://www.upwork.com/jobs/Real-Estate-Website-Senior-Developer-Support_~022023802037984873831/?referrer_url_path=/nx/search/jobs/,"The Project I need a Senior Full-Stack Developer with a high-end sense of AI integration for a quick project. This is a specific, high-impact task for an AI-powered real estate platform.  Requirements..."
2026-02-17T16:47:23.897Z,One-Time GoHighLevel Setup + Website/Booking Automation for Cleaning Business (Toronto/GTA),$367.00,https://www.upwork.com/jobs/One-Time-GoHighLevel-Setup-Website-Booking-span-class-highlight-Automation-span-for-Cleaning-Business-Toronto-GTA_~022023801461695690444/?referrer_url_path=/nx/search/jobs/,I need a reliable expert to TAKE OVER an existing GoHighLevel (GHL/HighLevel) + BookingKoala setup and get it working end‑to‑end for my home service business (AmberMount — Toronto/GTA).  This is NOT a...
2026-02-17T15:58:48.807Z,DevOps consulting needed to support Database Migration,$300.00,https://www.upwork.com/jobs/DevOps-consulting-needed-support-Database-Migration_~022023789234792630275/?referrer_url_path=/nx/search/jobs/,"*Title:*Lovable Migration,  Migrate Frontend to Cloudflare, Backend to Supabase & Set Up CI/CD Pipeline (GitHub Actions + CircleCI)  *Job Summary*  We need an experienced developer to help us migrate ..."
2026-02-17T14:40:49.870Z,Stable Diffusion Expert to Train F1 Caricature Style LoRA + Deploy Cloud Tool (Local-Ready,"$1,200.00",https://www.upwork.com/jobs/Stable-Diffusion-Expert-Train-Caricature-Style-LoRA-Deploy-Cloud-Tool-Local-Ready_~022023769609674505271/?referrer_url_path=/nx/search/jobs/,Overview We are a UK-based personalised gifting company building an internal AI tool to generate high-quality F1-style caricatures from customer photos. We currently use cloud AI tools but are now mov...
2026-02-17T14:16:31.242Z,GoHighLevel Native AI Appointment Setter,$250.00,https://www.upwork.com/jobs/GoHighLevel-Native-span-class-highlight-span-Appointment-Setter_~022023763492097743341/?referrer_url_path=/nx/search/jobs/,"We’re looking for a GoHighLevel AI automation expert to build, configure, and optimize a native GHL AI voice agent for Medicare appointment setting.  This is not a basic bot setup. The goal is a natur..."
2026-02-17T13:33:26.391Z,AI Voice Automation and Email Management Specialist,$100.00,https://www.upwork.com/jobs/span-class-highlight-span-Voice-Automation-and-Email-Management-Specialist_~022023752649977092589/?referrer_url_path=/nx/search/jobs/,We are seeking an experienced specialist to help us implement AI voice technology for automated email communications. The ideal candidate will have a strong understanding of AI voice integration and e...
2026-02-17T11:52:10.359Z,Python Developer Needed for Construction Bid Automation (Playwright + OpenAI API),$500.00,https://www.upwork.com/jobs/Python-Developer-Needed-for-Construction-Bid-span-class-highlight-Automation-span-Playwright-OpenAI-span-class-highlight-API-span_~022023727165410052099/?referrer_url_path=/nx/search/jobs/,"Project Overview: I own an electrical contracting business (Plugtech LLC) and am looking for a Python developer to build a ""Headless"" automation system. The goal is to scale our government bidding pro..."
2026-02-17T08:25:00.660Z,n8n + HubSpot + Clay + Lusha API Automation Specialist — AI Sales Workflow Build,$400.00,https://www.upwork.com/jobs/n8n-HubSpot-Clay-Lusha-API-Automation-Specialist-Sales-Workflow-Build_~022023909756722596262/?referrer_url_path=/nx/search/jobs/,"DESCRIPTION: I'm VP of Sales at a B2B packaging company and need a specialist to build an AI-powered sales automation system on a Mac Mini (self-hosted). This is a focused, well-scoped project with de..."
2026-02-17T08:25:00.280Z,Job Automation Working Demo using OpenClaw,$100.00,https://www.upwork.com/jobs/Job-Automation-Working-Demo-using-span-class-highlight-OpenClaw-span_~022023890329088333217/?referrer_url_path=/nx/search/jobs/,"I am seeking a skilled automation/security engineer to deliver a working demo of OpenClaw automation for job application workflow.  This involves deploying and testing OpenClaw within a secure, isolat..."
2026-02-17T07:55:58.478Z,"Build an AI/ML Automated Outbound Engine: Lead Gen, Enrichment, Messaging, Follow-ups, CRM Sync","$1,500.00",https://www.upwork.com/jobs/Build-span-class-highlight-span-span-class-highlight-Automated-span-Outbound-Engine-Lead-Gen-Enrichment-Messaging-Follow-ups-CRM-Sync_~022023667724333615855/?referrer_url_path=/nx/search/jobs/,"We are hiring a AI automation / RevOps / Sales Automation / ML Engineer to build a complete automated outbound engine that runs with minimal human input. The system should generate leads, find and ver..."
2026-02-17T03:31:33.690Z,Lead Outreach AI Agent Development,$400.00,https://www.upwork.com/jobs/Lead-Outreach-span-class-highlight-span-span-class-highlight-Agent-span-Development_~022023601182434274006/?referrer_url_path=/nx/search/jobs/,"Develop a complete Lead Outreach AI Agent with voice calls, form submissions, and calendar bookings. Integrate GHL CRM and N8N workflow automations to enhance efficiency. The ideal candidate will have..."
2026-02-17T02:58:28.992Z,OpenClaw Agent Install,$150.00,https://www.upwork.com/jobs/OpenClaw-Agent-Install_~022023592858393389782/?referrer_url_path=/nx/search/jobs/,"Setup an instance of OpenClaw on AWS server.    I require an AI assistant to: 1: generate social media content with text and images/videos 2: Post to facebook, insta, tiktok, and twitter on its own 3:..."
2026-02-17T00:35:45.349Z,Make.com Automation Expert Needed for AI Construction Agent Development,"$1,250.00",https://www.upwork.com/jobs/Make-com-Automation-Expert-Needed-for-Construction-Agent-Development_~022023556940188692372/?referrer_url_path=/nx/search/jobs/,"I am a boutique construction firm looking to build a ""Project Coordinator Agent"" using Make.com (formerly Integromat) and the Anthropic Claude API.  I have 5 years of project history (PDFs/Excel) sitt..."
2026-02-16T21:04:58.302Z,Help me build an AI Clawbot,$400.00,https://www.upwork.com/jobs/Help-build-span-class-highlight-span-Clawbot_~022023503894269855747/?referrer_url_path=/nx/search/jobs/,I run a logistics company and am looking to build a clawbot agent to do some quoting work for me.   Looking for someone to guide and build a clawbot agent to do a lot of the groundwork we have on the ...
2026-02-16T20:05:47.838Z,Senior Automation Engineer: GoHighLevel + Make.com + Gemini AI.,"$1,000.00",https://www.upwork.com/jobs/Senior-span-class-highlight-Automation-span-Engineer-GoHighLevel-Make-com-Gemini-span-class-highlight-span_~022023489002593486143/?referrer_url_path=/nx/search/jobs/,"PROJECT OVERVIEW I am seeking a high-level Automation Architect to build a Zero-Search Intelligence Engine for my firm, GrowthPilotPartners. The goal is to automate the enrichment, AI-summarization, a..."
2026-02-16T19:33:00.542Z,AI Prompt Engineer,$800.00,https://www.upwork.com/jobs/Prompt-Engineer_~022023480684948565908/?referrer_url_path=/nx/search/jobs/,Job Overview: About the role: We’re hiring an AI Prompt Engineer who knows how to turn AI into real operational leverage. ​​​​​This is not a “casual AI user” role. We need someone who understands how ...
2026-02-16T19:27:00.887Z,AI and Automation Specialist for Custom Projects,$500.00,https://www.upwork.com/jobs/span-class-highlight-span-and-span-class-highlight-Automation-span-Specialist-for-Custom-Projects_~022023422608963072637/?referrer_url_path=/nx/search/jobs/,We are seeking a skilled technical professional well-versed in AI and automation to join our agency for fulfilling a variety of custom projects. The ideal candidate must possess a strong understanding...
2026-02-16T18:27:00.986Z,Instagram DM Automation Specialist – Telegram Notification System,$300.00,https://www.upwork.com/jobs/Instagram-span-class-highlight-Automation-span-Specialist-Telegram-Notification-System_~022023454667877055990/?referrer_url_path=/nx/search/jobs/,We are looking for an automation specialist to build a clean notification system for Instagram DMs.  Current Situation: We run outbound outreach from a personal Instagram (Creator/Business account). A...
2026-02-16T18:25:00.614Z,AI Agents Developer,$800.00,https://www.upwork.com/jobs/Agents-Developer_~022023405705447522846/?referrer_url_path=/nx/search/jobs/,AI Agent Developer - Singapore Location: Remote (Ukraine) | Type: Part-time/Fulltime | Apply: JotForm About the Role Join Mediaverse to transform our creative agency into an AI-powered ecosystem. You'...
2026-02-16T17:45:45.753Z,AI Agent Developer for Lead Qualification & Marketing Automation (Web & Mobile Apps),$740.00,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-for-Lead-Qualification-amp-Marketing-span-class-highlight-Automation-span-Web-amp-Mobile-Apps_~022023453761475887646/?referrer_url_path=/nx/search/jobs/,"We are seeking a developer to create an AI Agent for web and mobile applications that can interact with inbound leads, ask qualifying questions, and filter high-quality prospects before they reach our..."
2026-02-16T17:11:38.242Z,AI Customer Support Agent Developer Needed for E-Commerce Platform,"$15,000.00",https://www.upwork.com/jobs/span-class-highlight-span-Customer-Support-span-class-highlight-Agent-span-Developer-Needed-for-Commerce-Platform_~022023445173844739391/?referrer_url_path=/nx/search/jobs/,"Project Overview We're seeking an experienced AI developer to build an intelligent customer support agent for our growing e-commerce business. The agent will handle customer inquiries, order tracking,..."
2026-02-16T16:27:00.989Z,AI Operations Specialist & E-commerce Consultant (CS Automation),"$1,200.00",https://www.upwork.com/jobs/span-class-highlight-span-Operations-Specialist-amp-commerce-Consultant-span-class-highlight-Automation-span_~022023421815530779261/?referrer_url_path=/nx/search/jobs/,"We are a growing e-commerce drop shipping brand looking to automate our customer service operations using AI. Currently, we utilize Re:amaze (unintegrated), but we are at a crossroads. We need a speci..."
2026-02-16T15:27:00.922Z,Product Development for AI Communication Enhancement,"$1,000.00",https://www.upwork.com/jobs/Product-Development-for-span-class-highlight-span-Communication-Enhancement_~022023413051508852739/?referrer_url_path=/nx/search/jobs/,"We are seeking a skilled product developer to create an innovative solution aimed at improving the user and AI agent interaction. The goal is to streamline communication processes, thereby reducing bo..."
2026-02-16T15:25:52.735Z,Build a Conversational AI Chatbot,$100.00,https://www.upwork.com/jobs/Build-Conversational-span-class-highlight-span-Chatbot_~022023418558351733373/?referrer_url_path=/nx/search/jobs/,We are seeking a skilled developer to create a Conversational AI Chatbot that can engage users in meaningful dialogue. The chatbot should be capable of understanding natural language inputs and respon...
2026-02-16T14:27:00.089Z,AI Systems Expert Needed - Build AI Workflows + Optimize Sales Systems,"$3,000.00",https://www.upwork.com/jobs/span-class-highlight-span-Systems-Expert-Needed-Build-span-class-highlight-span-Workflows-Optimize-Sales-Systems_~022023393772188871382/?referrer_url_path=/nx/search/jobs/,"We’re looking for a highly skilled AI Systems Expert to help us build, deploy, and manage AI workflows for our clients. This is a hands-on role for someone who understands both technical AI implementa..."
2026-02-16T13:21:02.958Z,Full-Stack Developer for MVP Website Monitoring and Audit Suite,$600.00,https://www.upwork.com/jobs/Full-Stack-Developer-for-MVP-Website-Monitoring-and-Audit-Suite_~022023387144135474078/?referrer_url_path=/nx/search/jobs/,We are seeking a skilled Full-Stack Developer to create a Minimum Viable Product (MVP) for a website monitoring and audit suite. The ideal candidate will have experience with both front-end and back-e...
2026-02-16T11:28:00.742Z,Demo of implementing our APIs into an example financial solution with claude code (oneshot prompt),$800.00,https://www.upwork.com/jobs/Demo-implementing-our-APIs-into-example-financial-solution-with-claude-code-oneshot-prompt_~022023345199698052415/?referrer_url_path=/nx/search/jobs/,We are looking for a experienced claude code developer that would be able too find a good and modern banking / financial portal.   That portal should have a login solution for a customer so they can l...
2026-02-16T07:53:59.915Z,AI Automation Engineer to Build Document Intake + OCR + LLM Workflow (Legal / Financial Docs),"$8,500.00",https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Automation-span-Engineer-Build-Document-Intake-OCR-LLM-Workflow-Legal-Financial-Docs_~022023304839391968158/?referrer_url_path=/nx/search/jobs/,We are a boutique U.S. immigration law firm that handles high-net-worth client cases involving complex financial documentation (“source of funds”).  We want to build an internal automation workflow (M...
2026-02-16T07:29:15.282Z,Retell AI Voice Agent Dev for Real Estate,$100.00,https://www.upwork.com/jobs/Retell-span-class-highlight-span-Voice-span-class-highlight-Agent-span-Dev-for-Real-Estate_~022023298612101417766/?referrer_url_path=/nx/search/jobs/,"Looking for a developer to build Retell-based AI phone agents for a real estate agency.  1) AI Appointment Setter for Meta Ads - User fills an interest form - 5–10 minutes later the AI calls, answers ..."
2026-02-16T07:06:08.602Z,AI Automation Setup Specialist Needed,$800.00,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Automation-span-Setup-Specialist-Needed_~022023292796197625557/?referrer_url_path=/nx/search/jobs/,Job Title: AI Chat Automation & CRM Workflow Specialist (Admin + Call Logging + Data Entry)  Job Description:  We are looking for an experienced AI automation specialist to build and implement an AI c...
2026-02-16T06:45:41.707Z,"Senior Full-Stack Python Developer (Internal Systems, Automation & Emerging AI Workflows)",$500.00,https://www.upwork.com/jobs/Senior-Full-Stack-Python-Developer-Internal-Systems-span-class-highlight-Automation-span-amp-Emerging-span-class-highlight-span-Workflows_~022023287650117967573/?referrer_url_path=/nx/search/jobs/,"Job Description: We’re looking for a strong full-stack Python developer to help design and build internal systems that support automation, data workflows, and operational infrastructure.  Some of thes..."
2026-02-16T05:08:01.773Z,AI Voice Intake & Automation System – Insurance Agencies (GoHighLevel),$500.00,https://www.upwork.com/jobs/span-class-highlight-span-Voice-Intake-amp-span-class-highlight-Automation-span-System-Insurance-Agencies-GoHighLevel_~022023263071873712670/?referrer_url_path=/nx/search/jobs/,PROJECT OVERVIEW  I have already:  • Created the sub-account • Purchased and connected a phone number • Activated Conversation AI Voice • Written a basic AI prompt • Successfully tested inbound calls ...
2026-02-16T04:38:07.814Z,AI Expert Needed to Develop Prospecting Tool for Retail and Restaurants,$250.00,https://www.upwork.com/jobs/Expert-Needed-Develop-Prospecting-Tool-for-Retail-and-Restaurants_~022023255547387882342/?referrer_url_path=/nx/search/jobs/,We are looking for an AI expert to help us design and build a prospecting tool specifically targeting business owners in the retail and restaurant sectors. The ideal candidate will be well-versed in t...
2026-02-16T02:36:53.697Z,Full Time Role: Experienced Chatbot Builder - Must be based in the Philippines,"$1,200.00",https://www.upwork.com/jobs/Full-Time-Role-Experienced-Chatbot-Builder-Must-based-the-Philippines_~022023225037865261916/?referrer_url_path=/nx/search/jobs/,"Summary Please note: - This is a full-time role (40 hours per week), on a day shift schedule (Philippine time), paying PHP 45,000 – 65,000 per month and includes benefits, HMO, etc. - Only applicants ..."
2026-02-16T00:42:12.609Z,Job-Search Automation Setup,$200.00,https://www.upwork.com/jobs/Job-Search-span-class-highlight-Automation-span-Setup_~022023196176137099777/?referrer_url_path=/nx/search/jobs/,"Title: Make.com + Notion Automation Developer (Job Application System, Mobile-First) Description: I’m looking for an experienced Make.com automation developer to build a mobile-first job application m..."
2026-02-15T23:02:34.926Z,Google Apps Script Developer Needed for Time Card and Payroll System Fix,$150.00,https://www.upwork.com/jobs/Google-Apps-Script-Developer-Needed-for-Time-Card-and-Payroll-System-Fix_~022023171103982575317/?referrer_url_path=/nx/search/jobs/,"I'm looking for an experienced Google Apps Script developer to help troubleshoot and fix an existing project. The script is approximately 8,000 lines and runs within Google Sheets, serving as a time c..."
2026-02-15T21:59:24.742Z,AI Agent Infrastructure & Multi‑Agent Development,$800.00,https://www.upwork.com/jobs/Agent-Infrastructure-Multi-Agent-Development_~022023155207134051568/?referrer_url_path=/nx/search/jobs/,"AI Agent Infrastructure & Multi‑Agent Development Budget: Up to $700 (Azure credits available) Overview I am looking for an expert in AI infrastructure, agent frameworks, and secure automation environ..."
2026-02-15T20:10:48.556Z,Livekit Whatsapp AI Agent Development,$200.00,https://www.upwork.com/jobs/Livekit-Whatsapp-span-class-highlight-span-span-class-highlight-Agent-span-Development_~022023127876086827815/?referrer_url_path=/nx/search/jobs/,We are seeking a talented developer to create an AI agent for WhatsApp using Livekit. The ideal candidate will have experience in integrating AI technologies with communication platforms. You will be ...
2026-02-15T15:14:55.797Z,LinkedIn URL to Sales Navigator URL Conversion Specialist,$500.00,https://www.upwork.com/jobs/LinkedIn-URL-Sales-Navigator-URL-Conversion-Specialist_~022023053415437115310/?referrer_url_path=/nx/search/jobs/,We’re looking for a detail-oriented LinkedIn expert who can convert standard LinkedIn profile URLs into their corresponding LinkedIn Sales Navigator profile links.  This is not scraping emails or lead...
2026-02-15T13:26:52.526Z,Python AI Job Apply Agent (Playwright),$250.00,https://www.upwork.com/jobs/Python-span-class-highlight-span-Job-Apply-span-class-highlight-Agent-span-Playwright_~022023026222699944449/?referrer_url_path=/nx/search/jobs/,I need a Python developer to build a background AI agent for my job platform   One of the developer left in between due to some issues he only did 20% work of opening browser in playwright and opening...
2026-02-15T09:40:20.108Z,Openclaw Ai: Build a Fashion Retail AI Agent – Brand & Supplier Tracker,"$1,000.00",https://www.upwork.com/jobs/Openclaw-Build-Fashion-Retail-Agent-Brand-Supplier-Tracker_~022022969212245442959/?referrer_url_path=/nx/search/jobs/,"What I need: A real dev (not a bot) to build me an OpenClaw agent on my Mac—everything local, no public exposure, no data leaks. Start with one fashion brand: track new product drops (with photos), cu..."
2026-02-15T08:55:23.985Z,Build AI SEO Content SaaS + Link Partnership Network (Outrank-style),"$3,000.00",https://www.upwork.com/jobs/Build-SEO-Content-SaaS-Link-Partnership-Network-Outrank-style_~022022957904141341173/?referrer_url_path=/nx/search/jobs/,"We are building a set-it-and-forget-it AI SEO platform.   The user connects their site once, configures their niche and brand voice, and the platform runs autonomously: discovering keywords, generatin..."
2026-02-15T07:41:35.988Z,Automated System to Find Newly launched websites,$100.00,https://www.upwork.com/jobs/Automated-System-Find-Newly-launched-span-class-highlight-websites-span_~022022939331457044981/?referrer_url_path=/nx/search/jobs/,I need a developer to build an automated system that identifies newly launched business websites and exports clean leads every day.  The system should:  Detect newly registered domains (daily)  Check ...
2026-02-15T04:17:31.946Z,Golf Tee Time Rate Collection Scraper to Google Sheets,$250.00,https://www.upwork.com/jobs/Golf-Tee-Time-Rate-Collection-span-class-highlight-Scraper-span-Google-Sheets_~022022887976088868389/?referrer_url_path=/nx/search/jobs/,Project Overview  We are looking for a developer to build and manage an ongoing system that collects tee time rates across major Scottsdale golf courses and stores them in a structured Google Sheets d...
2026-02-15T03:52:25.163Z,Web-Based Automation Tool Development for Data Entry,$500.00,https://www.upwork.com/jobs/span-class-highlight-Web-span-Based-Automation-Tool-Development-for-Data-Entry_~022022881656269808308/?referrer_url_path=/nx/search/jobs/,**Job Title: Web Automation Tool Developer**  **Job Overview:** We are looking for a talented developer to design and build a sophisticated web automation tool aimed at optimizing browser-based data e...
2026-02-15T01:26:37.145Z,GeoJSON Polygon Boundaries Creation for Venue Addresses,$100.00,https://www.upwork.com/jobs/GeoJSON-Polygon-Boundaries-Creation-for-Venue-Addresses_~022022844964251522161/?referrer_url_path=/nx/search/jobs/,**Job Title: Freelance GeoJSON Polygon Creator for Venue Addresses**  **Job Overview:** We are seeking a skilled freelancer to generate GeoJSON polygons for a specified list of venue addresses. These ...
2026-02-14T21:04:14.457Z,QA Tester for SaaS Dashboard,$220.00,https://www.upwork.com/jobs/Tester-for-SaaS-Dashboard_~022022778934763868006/?referrer_url_path=/nx/search/jobs/,"We are looking for a detail-oriented QA tester to thoroughly review and test a web-based SaaS dashboard. The platform is already built and functional, but we need a structured and comprehensive testin..."
2026-02-14T20:58:51.688Z,Data Mining Email List - Lead Generation,$200.00,https://www.upwork.com/jobs/Data-Mining-Email-List-Lead-Generation_~022022777580939005798/?referrer_url_path=/nx/search/jobs/,PLEASE READ ENTIRE JOB DESCRIPTION BEFORE PLACING BID  ** NO PLACEHOLDER BIDS PLEASE **  ** IMPORTANT: Do not attempt to contact outside of Upwork ** ** Anyone attempting to contact me outside of Upwo...
2026-02-14T20:05:41.686Z,n8n Architect for AI-Driven Business Acquisition Engine (Scraping + Notion + GPT-4),$200.00,https://www.upwork.com/jobs/n8n-Architect-for-Driven-Business-Acquisition-Engine-Scraping-Notion-GPT_~022022764201015842863/?referrer_url_path=/nx/search/jobs/,"Project Overview: Seeking an automation expert to build a 24/7 Acquisition Engine in n8n. The goal is to identify, audit, and generate outreach for ""owner-financed"" business opportunities across multi..."
2026-02-14T17:15:12.236Z,AI Content Automation Engineer,"$3,000.00",https://www.upwork.com/jobs/Content-span-class-highlight-Automation-span-Engineer_~022022721295470142132/?referrer_url_path=/nx/search/jobs/,We are seeking an AI Content Automation Engineer to develop a content automation system using # Upwork Job Post: Content Automation Engineer  ## Job Title  **AI Content Automation Engineer — n8n + Cla...
2026-02-14T16:27:47.735Z,AI Automation Expert Needed: n8n Chat Interface POC for Order Management System,$100.00,https://www.upwork.com/jobs/span-class-highlight-Automation-span-Expert-Needed-n8n-Chat-Interface-POC-for-Order-Management-System_~022022709364727676812/?referrer_url_path=/nx/search/jobs/,I'm seeking an experienced AI automation consultant to build a proof of concept chat interface using n8n for an ordering system. This POC will demonstrate how conversational AI can streamline order ma...
2026-02-14T09:50:31.099Z,DevOps Engineer to Configure OpenClaw (Clawbot) on VPS – Docker & Telegram,$100.00,https://www.upwork.com/jobs/DevOps-Engineer-Configure-span-class-highlight-OpenClaw-span-Clawbot-VPS-Docker-amp-Telegram_~022022609386582318859/?referrer_url_path=/nx/search/jobs/,We are seeking a skilled DevOps engineer to set up and configure OpenClaw (Clawbot) on our VPS. The role involves connecting API keys and ensuring seamless integration with Telegram and our domain....
2026-02-14T09:14:02.336Z,Senior Full Stack Engineer (Django + Angular),"$7,000.00",https://www.upwork.com/jobs/Senior-Full-Stack-Engineer-Django-Angular_~022022600206904122436/?referrer_url_path=/nx/search/jobs/,"Senior Full Stack (Django + Angular | Upwork Tracker Only)  Important: This is a full-time, exclusive position for someone with experience in high workload (extending 3-4 apps simultaneuously)  We are..."
2026-02-13T22:19:29.601Z,OpenClaw Setup on Digital Ocean,$200.00,https://www.upwork.com/jobs/span-class-highlight-OpenClaw-span-Setup-Digital-Ocean_~022022435484470868176/?referrer_url_path=/nx/search/jobs/,I need help setting up OpenClaw on Digital Ocean with the following specific features including:  Access: -  terminal access to openclaw chat interface - Digital Ocean console access to open claw chat...
2026-02-13T10:04:11.792Z,Claude Automation Specialist,$200.00,https://www.upwork.com/jobs/Claude-Automation-Specialist_~022022250441051593600/?referrer_url_path=/nx/search/jobs/,We are a forward-thinking Accounting and Fractional CFO firm on a mission to move beyond manual data entry and basic spreadsheets. We want to leverage the power of Anthropic’s Claude (specifically Cla...
2026-02-13T08:51:17.265Z,OpenClaw AI Specialist - SMS & Voice Automation for Appointment Booking,$100.00,https://www.upwork.com/jobs/OpenClaw-Specialist-SMS-Voice-Automation-for-Appointment-Booking_~022022232093111551380/?referrer_url_path=/nx/search/jobs/,"We are looking for a highly experienced OpenClaw AI specialist to build and manage a fully automated inbound lead follow-up system using OpenClaw.  This is not a beginner role, you must already have h..."
2026-02-13T02:27:38.225Z,AI Engineer to Build Claude‑Driven Design Automation Platform,"$5,000.00",https://www.upwork.com/jobs/Engineer-Build-Claude-Driven-Design-Automation-Platform_~022022135544244052960/?referrer_url_path=/nx/search/jobs/,We are a performance marketing agency building an internal platform to automate advertising banner design in Figma. The goal is to combine Anthropic Claude Skills with Figma’s Model Context Protocol (...
2026-02-12T14:30:50.372Z,Setup Claude Cowork for Email and WhatsApp Integration,$150.00,https://www.upwork.com/jobs/Setup-Claude-Cowork-for-Email-and-WhatsApp-Integration_~022021955155927172500/?referrer_url_path=/nx/search/jobs/,"We are looking for a skilled freelancer to help set up Claude Cowork to efficiently pull emails, microsoft teams, plaude note and WhatsApp messages. The integration should facilitate the output of rel..."
2026-02-08T03:51:17.208Z,Build Canada AI Platform for a training provider with higher leads generation and converstion,"$9,999.00",https://www.upwork.com/jobs/Build-Canada-Platform-for-training-provider-with-higher-leads-generation-and-converstion_~022020344656347611660/?referrer_url_path=/nx/search/jobs/,"Build the ""OpenClaw AI"" or AI employee team Platform for a Training Provider  Project Description We are a successful, established Canada-based tech & arts training provider with modern physical labs,..."
2026-02-08T00:31:48.744Z,Need a coder to help me install openclaw here at home,$200.00,https://www.upwork.com/jobs/Need-coder-help-install-span-class-highlight-openclaw-span-here-home_~022020294457079714934/?referrer_url_path=/nx/search/jobs/,hi I need help with basic coding. i want to put open claw on my mac and my windows  I am a public figure here in the philippines. requesting for a house visit to fix this issue for me...
2026-02-07T00:49:43.517Z,OpenClaw & Claude Code Specialist - AI Agent Infrastructure Startup,"$4,000.00",https://www.upwork.com/jobs/span-class-highlight-OpenClaw-span-amp-Claude-Code-Specialist-Agent-Infrastructure-Startup_~022019936577087132423/?referrer_url_path=/nx/search/jobs/,🚀 The Opportunity We're launching in the rapidly growing AI agent infrastructure space and need a technical specialist with deep OpenClaw and Claude Code expertise. 3-4 week funded sprint to launch.  ...
2026-02-06T12:30:44.808Z,"Docker / DevOps Engineer – Secure Multi-Container Setup on a Single VPS (No SaaS, No Frontend)",$200.00,https://www.upwork.com/jobs/Docker-DevOps-Engineer-Secure-Multi-Container-Setup-Single-VPS-SaaS-Frontend_~022019750606864409590/?referrer_url_path=/nx/search/jobs/,"I’m looking for an experienced Docker / DevOps engineer to set up a simple, secure, low-cost container environment on a single Ubuntu VPS.  This project is infrastructure-only.  No SaaS app   No front..."
2026-02-05T15:34:59.066Z,Set Up Secure Multi‑Agent OpenClaw/Clawdbot System on My VPS (No Access to My API Keys),$200.00,https://www.upwork.com/jobs/Set-Secure-Multi-Agent-span-class-highlight-OpenClaw-span-Clawdbot-System-VPS-Access-API-Keys_~022019434584018530249/?referrer_url_path=/nx/search/jobs/,"I’m looking for an experienced engineer or technical VA who has actually set up OpenClaw / Moltbot / Clawdbot (or similar agent frameworks) to configure a secure, multi‑agent “AI team” on my existing ..."
2026-02-05T14:23:57.771Z,Senior AI Automation Developer Needed – Build a Fully Automated YouTube + OpenClaw + Claude Workflow,"$1,500.00",https://www.upwork.com/jobs/Senior-Automation-Developer-Needed-Build-Fully-Automated-YouTube-span-class-highlight-OpenClaw-span-Claude-Workflow_~022019416710927952500/?referrer_url_path=/nx/search/jobs/,Senior AI Automation Developer Needed – Build a Fully Automated YouTube + OpenClaw + Claude Workflow  Job Overview  We are looking for a highly experienced AI automation developer to architect and dep...
